id,host_neighbourhood,zipcode,property_type,neighbourhood_group_cleansed,review_scores_rating
2318,Minor,98122,House,Central Area,98
5682,South Delridge,98106,Guest suite,Delridge,88
6606,Wallingford,98103,Guesthouse,Other neighborhoods,100
9419,Georgetown,98108,Apartment,Other neighborhoods,99
9460,First Hill,98101,Condominium,Downtown,97
9531,The Junction,98136,House,West Seattle,95
9534,The Junction,98136,Guest suite,West Seattle,95
9596,Wallingford,98103,Apartment,Other neighborhoods,99
9909,The Junction,98126,House,West Seattle,96
10209,High Point,98106,House,Delridge,98
11012,Wallingford,98103,House,Other neighborhoods,97
14386,Green Lake,98103,House,Other neighborhoods,80
15108,Green Lake,98103,House,Other neighborhoods,94
15749,Green Lake,98115,House,Other neighborhoods,93
17229,High Point,98106,House,Delridge,96
17951,The Junction,98136,Guest suite,West Seattle,97
19619,Belltown,98121,Condominium,Downtown,98
20927,Ballard,98107,Guesthouse,Ballard,96
20928,Ballard,98107,Guest suite,Ballard,97
23192,Capitol Hill,98102,Apartment,Capitol Hill,91
24212,Belltown,98121,Condominium,Downtown,93
25002,Ballard,98117,Guest suite,Ballard,93
26116,Capitol Hill,98102,Apartment,Capitol Hill,91
26795,Eastlake,98102,Cottage,Cascade,91
30712,Ballard,98117,Apartment,Ballard,92
38545,Wallingford,98103,House,Other neighborhoods,95
41401,North Beacon Hill,98108,House,Beacon Hill,100
43373,Wallingford,98103,House,Other neighborhoods,100
47491,Wedgewood,98115,House,Other neighborhoods,97
48848,Windermere,98115,Apartment,Other neighborhoods,97
52525,Wedgewood,98115,House,Other neighborhoods,100
58503,Phinney Ridge,98103,House,Other neighborhoods,97
63733,Ballard,98107,Apartment,Ballard,99
66540,Wedgewood,98115,House,Other neighborhoods,
66611,Wedgewood,98115,House,Other neighborhoods,95
67270,Columbia City,98118,House,Seward Park,98
68508,Capitol Hill,98102,Apartment,Capitol Hill,97
77149,Broadway,98102,Apartment,Capitol Hill,86
84271,Stevens,98112,Guest suite,Capitol Hill,94
86185,North Admiral,98116,House,West Seattle,96
107884,North Admiral,98116,Apartment,West Seattle,96
107962,Haller Lake,98133,Guesthouse,Northgate,91
108765,North Beacon Hill,98108,Guesthouse,Beacon Hill,99
116221,Fremont,98103,Apartment,Other neighborhoods,95
117165,Alki,98116,House,West Seattle,95
119103,Fremont,98103,Guesthouse,Other neighborhoods,94
132120,Wallingford,98103,Apartment,Other neighborhoods,97
132160,Green Lake,98103,Guest suite,Other neighborhoods,92
134091,Capitol Hill,98102,Apartment,Capitol Hill,95
136480,Seward Park,98118,House,Seward Park,95
140331,Harrison/Denny-Blaine,98112,House,Central Area,89
143580,North Beacon Hill,98144,Condominium,Beacon Hill,96
143704,Minor,98122,House,Central Area,94
151545,Portage Bay,98102,Condominium,Capitol Hill,94
158345,Ballard,98107,House,Ballard,97
162563,Minor,98122,Townhouse,Central Area,84
170273,Lower Queen Anne,98119,House,Queen Anne,90
175576,Queen Anne,98119,House,Queen Anne,98
186328,Queen Anne,98109,House,Queen Anne,95
189156,Seaview,98136,Apartment,West Seattle,98
190984,Columbia City,98118,Apartment,Rainier Valley,100
192666,North Admiral,98116,Townhouse,West Seattle,89
193836,Gatewood,98136,House,West Seattle,96
202251,Phinney Ridge,98117,House,Other neighborhoods,93
202260,Bryant,98115,Apartment,Other neighborhoods,93
208670,Capitol Hill,98102,House,Capitol Hill,97
210316,Crown Hill,98117,House,Other neighborhoods,96
215882,Columbia City,98118,Bungalow,Rainier Valley,95
217142,Belltown,98121,Condominium,Downtown,95
218741,Ballard,98117,House,Ballard,89
219532,Fremont,98107,House,Other neighborhoods,88
222885,Phinney Ridge,98117,House,Other neighborhoods,84
224763,Belltown,98121,Condominium,Downtown,95
225820,Phinney Ridge,98117,House,Other neighborhoods,97
226495,Fremont,98117,Apartment,Ballard,91
226536,Magnolia,98199,Cottage,Magnolia,100
226677,Georgetown,98108,Apartment,Other neighborhoods,95
227636,Ballard,98107,Apartment,Ballard,96
229990,Alki,98116,House,West Seattle,97
231097,Mathews Beach,98125,Guest suite,Lake City,90
233502,North Admiral,98126,House,West Seattle,89
241016,Queen Anne,98119,House,Queen Anne,98
241032,Queen Anne,98119,Apartment,Queen Anne,91
243885,Wallingford,98105,House,Other neighborhoods,93
251922,North Admiral,98116,House,West Seattle,95
254340,Phinney Ridge,98117,Apartment,Other neighborhoods,86
260613,Ballard,98117,Guest suite,Ballard,100
261912,Green Lake,98103,House,Other neighborhoods,99
270370,North Beach/Blue Ridge,98117,House,Other neighborhoods,99
271509,Belltown,98121,Condominium,Downtown,96
277416,Belltown,98121,Condominium,Downtown,87
278830,Queen Anne,98119,House,Queen Anne,97
279209,Ballard,98117,House,Ballard,90
281208,Capitol Hill,98144,House,Central Area,94
281789,Capitol Hill,98102,Bed and breakfast,Capitol Hill,96
284087,First Hill,98101,Condominium,Downtown,96
286080,Belltown,98121,Condominium,Downtown,97
299817,Stevens,98112,House,Capitol Hill,100
301059,Belltown,98121,Condominium,Downtown,96
303277,Eastlake,98102,Condominium,Cascade,94
311790,Eastlake,98102,Apartment,Cascade,94
317248,Capitol Hill,98102,Apartment,Capitol Hill,97
319768,Atlantic,98144,House,Central Area,91
338090,Capitol Hill,98122,Apartment,Capitol Hill,100
338091,Capitol Hill,98102,Apartment,Capitol Hill,96
340706,Wallingford,98103,Apartment,Other neighborhoods,98
341454,Minor,98122,Apartment,Central Area,96
353039,First Hill,98122,Apartment,Downtown,95
353110,North Admiral,98116,Guesthouse,West Seattle,97
353347,Arbor Heights,98146,House,West Seattle,94
356248,Portage Bay,98102,Apartment,Capitol Hill,92
356608,First Hill,98122,Apartment,Downtown,100
365550,International District,98104,Loft,Downtown,97
368403,Green Lake,98103,House,Other neighborhoods,97
370361,Greenwood,98117,House,Other neighborhoods,98
380950,Fremont,98107,House,Other neighborhoods,98
384797,Capitol Hill,98102,House,Capitol Hill,96
387078,Capitol Hill,98102,Apartment,Capitol Hill,100
387464,Ravenna,98115,House,Other neighborhoods,97
392140,North Beacon Hill,98144,Townhouse,Beacon Hill,93
392779,North Beacon Hill,98144,Guest suite,Beacon Hill,72
408526,Ballard,98107,House,Ballard,94
413733,Madrona,98122,Guest suite,Central Area,96
421168,,98103,Guesthouse,Other neighborhoods,94
430609,Wallingford,98103,House,Other neighborhoods,98
430610,Wallingford,98103,House,Other neighborhoods,97
433842,Green Lake,98103,Apartment,Other neighborhoods,100
443942,Belltown,98121,Apartment,Downtown,97
445199,North Delridge,98106,House,Delridge,97
447523,Wedgewood,98115,House,Other neighborhoods,98
451012,Broadview,98177,House,Other neighborhoods,100
461234,Ballard,98117,Apartment,Ballard,92
461567,Crown Hill,98117,House,Other neighborhoods,90
463768,Ballard,98107,House,Ballard,97
475361,Cedar Park,98125,House,Lake City,
475496,Stevens,98112,House,Capitol Hill,98
490076,Fremont,98103,Guest suite,Other neighborhoods,95
490110,Pike Place Market,98121,Condominium,Downtown,97
491958,Columbia City,98118,Apartment,Rainier Valley,93
493591,Crown Hill,98117,House,Other neighborhoods,97
496074,Phinney Ridge,98117,Guest suite,Other neighborhoods,95
506542,Wallingford,98105,Apartment,Other neighborhoods,92
513344,Phinney Ridge,98117,House,Other neighborhoods,96
522270,Fremont,98109,Boat,Cascade,97
533443,Riverview,98106,House,Delridge,97
544433,Lower Queen Anne,98109,Apartment,Queen Anne,96
552325,Portage Bay,98102,Apartment,Capitol Hill,97
555182,Wedgewood,98115,House,Other neighborhoods,93
557126,Capitol Hill,98102,House,Capitol Hill,94
564220,Mount Baker,98144,Bungalow,Rainier Valley,93
564428,Mount Baker,98144,Bungalow,Rainier Valley,98
565703,Minor,98112,Apartment,Central Area,94
566435,Crown Hill,98117,House,Other neighborhoods,100
573942,Georgetown,98108,Apartment,Beacon Hill,97
580815,First Hill,98122,Apartment,Downtown,95
587584,Greenwood,98103,House,Other neighborhoods,89
598023,The Junction,98116,House,West Seattle,96
604600,Central Business District,98101,Apartment,Downtown,95
609252,Greenwood,98117,Guest suite,Other neighborhoods,94
609421,Greenwood,98117,Guest suite,Other neighborhoods,100
609701,Fremont,98107,Guesthouse,Other neighborhoods,92
611509,Wallingford,98103,House,Other neighborhoods,98
613020,Fauntleroy,98136,Guest suite,West Seattle,98
631445,Belltown,98121,Apartment,Downtown,98
635878,University District,98105,Apartment,University District,94
637710,Fremont,98103,House,Other neighborhoods,95
639130,Madrona,98122,House,Central Area,99
649243,Fremont,98107,House,Other neighborhoods,100
654734,First Hill,98101,Apartment,Downtown,97
657257,Queen Anne,98119,Guest suite,Queen Anne,98
658540,Minor,98122,House,Central Area,92
661708,Harrison/Denny-Blaine,98112,House,Central Area,98
670021,Olympic Hills,98125,House,Lake City,95
670056,Olympic Hills,98125,House,Lake City,94
671828,Greenwood,98117,Townhouse,Other neighborhoods,80
674113,Mount Baker,98118,House,Rainier Valley,97
677266,Georgetown,98108,Apartment,Other neighborhoods,99
677365,South Delridge,98106,Guest suite,Delridge,97
681866,Atlantic,98144,House,Central Area,97
689309,Broadview,98133,House,Other neighborhoods,100
693956,,98108,House,Rainier Valley,93
699460,Ballard,98107,House,Ballard,95
703058,Wallingford,98103,House,Other neighborhoods,100
704764,Queen Anne,98119,Apartment,Queen Anne,98
706385,Eastlake,98102,Apartment,Cascade,95
707599,Genesee,98126,House,West Seattle,99
708774,Eastlake,98102,Apartment,Cascade,98
710370,Capitol Hill,98112,Townhouse,Capitol Hill,92
722537,Stevens,98112,Apartment,Capitol Hill,93
723723,Harrison/Denny-Blaine,98112,House,Central Area,96
723846,Maple Leaf,98115,Guesthouse,Northgate,97
729409,Broadway,98102,Apartment,Capitol Hill,96
741699,Columbia City,98118,House,Seward Park,97
748526,Phinney Ridge,98117,Guest suite,Other neighborhoods,95
752483,Capitol Hill,98102,Townhouse,Capitol Hill,92
755613,Mount Baker,98144,House,Rainier Valley,90
757840,Queen Anne,98109,House,Queen Anne,98
760471,Genesee,98126,House,West Seattle,98
769213,Minor,98122,Guest suite,Central Area,97
777159,Mount Baker,98144,Apartment,Rainier Valley,93
784579,Leschi,98122,House,Central Area,97
788146,Columbia City,98118,House,Rainier Valley,93
789229,Pioneer Square,98134,Apartment,Downtown,93
793629,North Beacon Hill,98144,House,Beacon Hill,96
794633,Harrison/Denny-Blaine,98112,Guesthouse,Central Area,93
797358,Mount Baker,98144,House,Rainier Valley,92
803902,Alki,98116,Townhouse,West Seattle,97
808134,Belltown,98121,Condominium,Downtown,97
808811,Wallingford,98103,House,Other neighborhoods,90
828298,Belltown,98101,Condominium,Downtown,99
841140,Capitol Hill,98122,Apartment,Capitol Hill,97
841274,Mount Baker,98144,Apartment,Rainier Valley,89
844939,Belltown,98121,Condominium,Downtown,94
846763,Ravenna,98115,House,Other neighborhoods,96
877203,Atlantic,98144,House,Central Area,90
879181,Atlantic,98144,House,Central Area,95
890677,Capitol Hill,98102,House,Capitol Hill,93
902243,Belltown,98121,Condominium,Downtown,92
902609,Highland Park,98106,Guest suite,Delridge,97
904057,Ballard,98107,Guesthouse,Ballard,98
909102,Lower Queen Anne,98109,House,Queen Anne,95
922986,Central Business District,98101,Apartment,Downtown,99
931785,Central Business District,98101,Apartment,Downtown,97
934123,Central Business District,98101,Apartment,Downtown,87
935432,Central Business District,98101,Apartment,Downtown,95
935671,Central Business District,98101,Apartment,Downtown,95
936177,Central Business District,98101,Apartment,Downtown,97
942490,Greenwood,98117,House,Other neighborhoods,94
945833,Lower Queen Anne,98109,House,Queen Anne,98
948077,Capitol Hill,98102,Guesthouse,Capitol Hill,97
953595,Queen Anne,98119,Apartment,Queen Anne,97
955506,Green Lake,98103,Bungalow,Other neighborhoods,88
973859,Minor,98122,House,Central Area,99
977722,University District,98105,Apartment,University District,99
993804,Bryant,98105,Apartment,Other neighborhoods,100
995443,Columbia City,98118,Apartment,Rainier Valley,98
1000883,North Admiral,98116,Guesthouse,West Seattle,97
1002835,Capitol Hill,98112,Condominium,Capitol Hill,98
1003890,South Delridge,98106,House,Delridge,96
1009838,Columbia City,98118,House,Rainier Valley,94
1012003,Montlake,98102,Apartment,Capitol Hill,99
1022135,Haller Lake,98133,Townhouse,Northgate,97
1023693,Ballard,98117,Guest suite,Ballard,95
1030411,Wallingford,98103,Bungalow,Other neighborhoods,97
1039766,Capitol Hill,98102,Apartment,Capitol Hill,100
1042022,Madison Park,98112,Apartment,Capitol Hill,100
1043194,First Hill,98101,Apartment,Downtown,83
1048798,Fauntleroy,98136,House,West Seattle,94
1049293,Capitol Hill,98112,Apartment,Capitol Hill,
1069581,Belltown,98101,Apartment,Downtown,97
1084117,Central Business District,98101,Apartment,Downtown,99
1090307,Green Lake,98115,House,Other neighborhoods,86
1090449,Capitol Hill,98102,Guest suite,Capitol Hill,93
1097520,Mount Baker,98118,Guest suite,Rainier Valley,97
1097766,,98125,House,Lake City,98
1100686,Fremont,98103,House,Other neighborhoods,96
1103173,Haller Lake,98133,House,Northgate,96
1110749,Queen Anne,98119,House,Queen Anne,93
1112092,Queen Anne,98119,Guesthouse,Queen Anne,97
1114695,Wallingford,98103,House,Other neighborhoods,97
1121599,Westlake,98109,Boat,Cascade,85
1121819,Westlake,98109,Boat,Cascade,94
1122236,Capitol Hill,98102,Apartment,Capitol Hill,100
1125116,University District,98115,Apartment,Other neighborhoods,100
1125133,University District,98105,Apartment,University District,93
1136522,University District,98105,Apartment,Other neighborhoods,98
1136984,First Hill,98101,Apartment,Downtown,97
1141226,First Hill,98122,Apartment,Downtown,90
1142039,Victory Heights,98115,House,Lake City,95
1145148,North Delridge,98106,House,Delridge,84
1145941,Roosevelt,98115,House,Other neighborhoods,91
1146966,Fremont,98103,House,Other neighborhoods,96
1150519,Roosevelt,98115,House,Other neighborhoods,97
1157083,First Hill,98101,Condominium,Downtown,98
1159111,First Hill,98122,Apartment,Downtown,95
1159226,First Hill,98122,Apartment,Downtown,97
1163345,Central Business District,98104,Apartment,Downtown,100
1171574,Madrona,98122,House,Central Area,100
1175308,Ballard,98117,House,Ballard,99
1184846,Wallingford,98103,Apartment,Other neighborhoods,93
1190224,Mathews Beach,98115,House,Lake City,99
1190571,Mathews Beach,98115,House,Lake City,96
1198799,Ballard,98107,House,Ballard,93
1200083,Central Business District,98101,Apartment,Downtown,94
1205666,Gatewood,98136,House,West Seattle,97
1209447,Mount Baker,98118,House,Rainier Valley,98
1219691,Haller Lake,98133,Cottage,Northgate,96
1220471,Capitol Hill,98122,Apartment,Capitol Hill,96
1220816,Greenwood,98117,House,Other neighborhoods,95
1225820,North Admiral,98116,Apartment,West Seattle,94
1246769,International District,98101,Apartment,Downtown,99
1252740,Wallingford,98103,House,Other neighborhoods,97
1256892,Phinney Ridge,98117,Apartment,Other neighborhoods,91
1265651,University District,98105,Apartment,University District,87
1273432,Minor,98122,Townhouse,Central Area,96
1279660,Fremont,98103,Cabin,Other neighborhoods,99
1289082,Fremont,98117,Apartment,Ballard,96
1298827,Magnolia,98199,House,Magnolia,96
1301535,Ballard,98117,Guest suite,Ballard,87
1303240,Ballard,98117,House,Ballard,97
1307898,Stevens,98112,House,Capitol Hill,80
1309666,Fremont,98103,Townhouse,Other neighborhoods,88
1313448,,98109,Apartment,Queen Anne,97
1349175,Capitol Hill,98102,House,Capitol Hill,96
1351716,Atlantic,98144,Guesthouse,Central Area,88
1355094,Capitol Hill,98102,Townhouse,Capitol Hill,94
1356339,Capitol Hill,98102,Apartment,Capitol Hill,91
1356730,Wallingford,98103,House,Other neighborhoods,97
1365882,University District,98105,Apartment,University District,97
1371152,University District,98105,Townhouse,University District,100
1407502,Ballard,98107,House,Ballard,96
1416279,Capitol Hill,98102,Apartment,Capitol Hill,97
1416592,Seward Park,98118,House,Seward Park,89
1417880,University District,98105,Apartment,University District,97
1422036,Queen Anne,98119,House,Queen Anne,94
1427103,Wallingford,98103,Bungalow,Other neighborhoods,99
1432713,Stevens,98112,Apartment,Capitol Hill,91
1432957,North Beacon Hill,98144,House,Beacon Hill,98
1439237,Madrona,98122,House,Central Area,95
1450262,,98105,House,Other neighborhoods,94
1455269,Columbia City,98118,Apartment,Rainier Valley,98
1455892,Capitol Hill,98102,Condominium,Capitol Hill,100
1461971,Victory Heights,98125,House,Lake City,97
1472532,Belltown,98121,Apartment,Downtown,86
1483944,Green Lake,98103,House,Other neighborhoods,97
1484595,University District,98105,Apartment,University District,99
1488166,Ballard,98117,House,Ballard,96
1493349,University District,98105,Apartment,Other neighborhoods,100
1494828,Eastlake,98102,Apartment,Cascade,97
1494986,Eastlake,98109,Apartment,Queen Anne,93
1499596,Minor,98122,Townhouse,Central Area,93
1500353,Fremont,98109,Boat,Cascade,
1508672,University District,98105,Apartment,University District,96
1511620,Capitol Hill,98102,House,Capitol Hill,100
1520449,Capitol Hill,98102,House,Capitol Hill,99
1520501,Capitol Hill,98102,House,Capitol Hill,96
1520549,Capitol Hill,98102,House,Capitol Hill,95
1520581,Capitol Hill,98102,House,Capitol Hill,93
1521633,University District,98105,Apartment,University District,96
1531458,University District,98105,Apartment,University District,97
1534622,University District,98105,House,Other neighborhoods,94
1537246,Capitol Hill,98102,Apartment,Capitol Hill,100
1538865,North Admiral,98116,House,West Seattle,97
1539463,Madrona,98122,House,Central Area,100
1541705,University District,98105,House,Other neighborhoods,93
1546870,Wallingford,98103,Townhouse,Other neighborhoods,94
1556170,North Beacon Hill,98144,Apartment,Beacon Hill,91
1561256,Green Lake,98103,House,Northgate,99
1562643,Capitol Hill,98102,House,Capitol Hill,95
1579615,Ballard,98107,Serviced apartment,Ballard,93
1583047,First Hill,98101,Apartment,Downtown,95
1588658,University District,98105,Apartment,University District,99
1588941,Ballard,98117,Guesthouse,Ballard,91
1588992,,98118,Guest suite,Rainier Valley,98
1589681,Ballard,98117,Guesthouse,Ballard,100
1589732,University District,98105,Apartment,University District,98
1593991,Crown Hill,98117,Boat,Other neighborhoods,89
1594219,Broadview,98133,Townhouse,Other neighborhoods,100
1594313,Broadview,98133,Townhouse,Other neighborhoods,93
1599010,University District,98105,Apartment,University District,96
1599856,Columbia City,98118,House,Rainier Valley,97
1602421,Green Lake,98103,House,Other neighborhoods,95
1603408,University District,98105,Apartment,University District,96
1609922,Ballard,98107,Townhouse,Ballard,98
1614502,Minor,98122,House,Central Area,96
1618842,Ballard,98107,Loft,Ballard,85
1628210,Phinney Ridge,98103,House,Other neighborhoods,100
1629525,North Beacon Hill,98144,Townhouse,Beacon Hill,
1647216,University District,98105,Apartment,University District,94
1652097,Eastlake,98102,Apartment,Cascade,100
1652107,Queen Anne,98118,House,Beacon Hill,94
1684236,First Hill,98101,Condominium,Downtown,97
1686930,Queen Anne,98119,Guesthouse,Queen Anne,85
1687322,Capitol Hill,98122,Apartment,Capitol Hill,97
1696015,Magnolia,98199,House,Magnolia,96
1696389,Magnolia,98119,Condominium,Queen Anne,97
1702092,Fremont,98103,Guest suite,Other neighborhoods,95
1715582,Wallingford,98103,House,Other neighborhoods,85
1716901,Capitol Hill,98102,Apartment,Capitol Hill,95
1722493,Green Lake,98103,Guest suite,Other neighborhoods,91
1732441,North Delridge,98106,House,Delridge,92
1737244,Bryant,98105,House,Other neighborhoods,99
1739843,Phinney Ridge,98107,House,Other neighborhoods,91
1747356,Wallingford,98105,Apartment,Other neighborhoods,98
1750681,Mount Baker,98118,House,Rainier Valley,85
1758935,Mount Baker,98118,House,Rainier Valley,92
1762354,Capitol Hill,98102,Guest suite,Capitol Hill,96
1763809,Minor,98122,House,Central Area,92
1764100,University District,98105,Apartment,University District,94
1772119,Minor,98122,House,Central Area,90
1773803,University District,98105,Apartment,University District,96
1775016,Capitol Hill,98102,House,Capitol Hill,97
1781723,Fremont,98103,House,Other neighborhoods,95
1781873,Ballard,98107,Apartment,Ballard,96
1782140,Capitol Hill,98102,Apartment,Capitol Hill,95
1796217,Belltown,98109,Townhouse,Queen Anne,96
1796302,Fremont,98103,House,Other neighborhoods,93
1796861,Green Lake,98115,House,Other neighborhoods,98
1797207,Belltown,98121,Condominium,Downtown,100
1802663,Wallingford,98103,Guest suite,Other neighborhoods,92
1807936,Maple Leaf,98125,House,Northgate,95
1815304,First Hill,98101,Apartment,Downtown,96
1815472,Central Business District,98104,Apartment,Downtown,86
1817878,Minor,98122,Townhouse,Central Area,97
1820794,Queen Anne,98109,Guest suite,Queen Anne,93
1826155,Minor,98122,House,Central Area,90
1827586,Seward Park,98118,House,Seward Park,96
1828232,Capitol Hill,98102,Apartment,Capitol Hill,95
1836106,Mount Baker,98144,Guest suite,Rainier Valley,97
1851863,Greenwood,98103,Apartment,Northgate,91
1872885,,98144,Townhouse,Beacon Hill,100
1880734,Stevens,98112,House,Capitol Hill,100
1900698,Columbia City,98118,Townhouse,Rainier Valley,98
1905473,Minor,98122,House,Central Area,98
1909058,Queen Anne,98119,House,Queen Anne,91
1914051,Queen Anne,98119,Apartment,Queen Anne,96
1925661,North Beacon Hill,98144,House,Beacon Hill,93
1928010,Capitol Hill,98102,House,Capitol Hill,96
1930766,Capitol Hill,98102,Apartment,Capitol Hill,92
1935439,Greenwood,98177,House,Other neighborhoods,94
1940787,Wallingford,98103,House,Other neighborhoods,
1950012,Georgetown,98108,House,Other neighborhoods,100
1956094,Ballard,98117,House,Ballard,93
1956274,Ballard,98107,Guest suite,Ballard,97
1956553,Minor,98122,House,Central Area,100
1961950,Capitol Hill,98102,Apartment,Capitol Hill,95
1976382,Capitol Hill,98102,Apartment,Capitol Hill,90
1978743,Minor,98122,House,Central Area,93
1983713,Leschi,98144,Guesthouse,Rainier Valley,94
1984692,Greenwood,98103,House,Other neighborhoods,97
2011193,Wallingford,98103,House,Other neighborhoods,95
2020505,Queen Anne,98109,House,Queen Anne,92
2026794,Wallingford,98103,Cottage,Other neighborhoods,97
2027236,Rainier Beach,98178,House,Rainier Valley,93
2032805,Minor,98122,House,Central Area,100
2033191,Green Lake,98103,Guest suite,Other neighborhoods,97
2034287,Capitol Hill,98102,Condominium,Capitol Hill,95
2037250,Greenwood,98117,House,Other neighborhoods,95
2069917,North Beacon Hill,98144,Apartment,Beacon Hill,96
2071305,Maple Leaf,98125,Apartment,Northgate,92
2075094,Fremont,98103,House,Other neighborhoods,100
2084173,University District,98115,Apartment,Other neighborhoods,97
2112625,Leschi,98144,Townhouse,Central Area,95
2118253,University District,98105,Apartment,Other neighborhoods,98
2130652,Minor,98122,Apartment,Central Area,98
2135497,Stevens,98112,House,Capitol Hill,96
2150760,Columbia City,98118,Guesthouse,Seward Park,89
2158992,Ballard,98117,House,Ballard,98
2187563,Wallingford,98105,Guest suite,Other neighborhoods,98
2187615,Central Business District,98101,Apartment,Downtown,94
2187906,Greenwood,98117,House,Other neighborhoods,94
2191161,Central Business District,98101,Apartment,Downtown,94
2191633,Central Business District,98101,Apartment,Downtown,97
2197168,North Beacon Hill,98144,Cottage,Beacon Hill,93
2197982,Maple Leaf,98115,Guesthouse,Northgate,96
2215336,Green Lake,98103,Apartment,Other neighborhoods,97
2238105,Ballard,98107,Guesthouse,Ballard,99
2267862,Ballard,98107,House,Ballard,98
2268329,Stevens,98112,Apartment,Capitol Hill,88
2277640,Ballard,98117,House,Ballard,95
2290772,Kingsbury,98101,Condominium,Downtown,95
2290987,Kingsbury,98101,Condominium,Downtown,99
2291123,Kingsbury,98101,Condominium,Downtown,97
2297917,Broadview,98177,Apartment,Other neighborhoods,98
2298775,Victory Heights,98115,House,Lake City,93
2332949,Portage Bay,,House,Capitol Hill,100
2350464,Montlake,98112,House,Capitol Hill,93
2358140,University District,98105,Apartment,University District,95
2367298,Stevens,98112,Apartment,Capitol Hill,96
2373176,Queen Anne,98119,Apartment,Queen Anne,96
2387605,Atlantic,98144,House,Central Area,91
2391699,Fremont,98103,House,Other neighborhoods,100
2396734,Ballard,98107,Loft,Ballard,98
2399736,Minor,98122,Apartment,Central Area,89
2401341,Capitol Hill,98102,Apartment,Capitol Hill,99
2412633,Bryant,98105,House,Other neighborhoods,92
2413338,,98102,Houseboat,Capitol Hill,90
2420878,Ballard,98117,Guest suite,Ballard,100
2426152,Licton Springs,98133,Apartment,Northgate,90
2441908,Ballard,98107,Cottage,Ballard,95
2446384,Ravenna,98115,House,Other neighborhoods,87
2459519,Portage Bay,98102,House,Capitol Hill,98
2471659,Columbia City,98118,Guesthouse,Rainier Valley,99
2474569,Broadview,98133,House,Other neighborhoods,85
2481189,Queen Anne,98109,Apartment,Queen Anne,93
2481869,Queen Anne,98119,Guesthouse,Queen Anne,100
2486612,North Beacon Hill,98144,Apartment,Beacon Hill,88
2489339,Belltown,98121,Condominium,Downtown,96
2492143,Magnolia,98199,House,Magnolia,95
2500188,Stevens,98122,Bed and breakfast,Capitol Hill,90
2508065,Highland Park,98106,House,Delridge,92
2516391,Eastlake,98102,Bungalow,Cascade,97
2520890,Mount Baker,98118,Guest suite,Rainier Valley,98
2522091,North Admiral,98116,Apartment,West Seattle,95
2526129,Minor,98122,House,Central Area,96
2536507,North Admiral,98116,Guest suite,West Seattle,98
2556794,Riverview,98106,Guesthouse,Delridge,95
2557712,Phinney Ridge,98103,Bungalow,Other neighborhoods,94
2578855,Greenwood,98103,Apartment,Other neighborhoods,98
2584354,Madrona,98122,Apartment,Central Area,90
2586350,Brighton,98118,House,Rainier Valley,95
2586642,Queen Anne,98119,Guest suite,Interbay,77
2593176,Minor,98122,House,Central Area,97
2593263,Minor,98122,House,Central Area,96
2612399,Madrona,98122,Cottage,Central Area,92
2614238,Leschi,98144,Condominium,Central Area,91
2614387,Fremont,98103,House,Other neighborhoods,98
2620429,First Hill,98101,Condominium,Downtown,99
2628010,Capitol Hill,98102,Apartment,Capitol Hill,98
2630912,Broadview,98133,Townhouse,Other neighborhoods,100
2638086,North Admiral,98116,Guest suite,West Seattle,94
2642359,View Ridge,98115,Loft,Other neighborhoods,100
2660384,Belltown,98121,Apartment,Downtown,91
2670365,Stevens,98112,House,Capitol Hill,96
2683263,Roosevelt,98115,House,Other neighborhoods,98
2686374,Ballard,98107,Townhouse,Ballard,94
2687485,Ballard,98107,House,Ballard,95
2687487,North Beacon Hill,98144,Townhouse,Beacon Hill,99
2692126,Queen Anne,98109,Apartment,Queen Anne,97
2693672,Belltown,98121,Condominium,Downtown,97
2693700,Fremont,98107,Guest suite,Other neighborhoods,94
2710274,Wallingford,98103,Cottage,Other neighborhoods,97
2715623,Queen Anne,98119,House,Queen Anne,96
2720963,Magnolia,98199,House,Magnolia,92
2721526,Queen Anne,98109,House,Queen Anne,100
2721575,Columbia City,98118,Apartment,Rainier Valley,98
2723368,Phinney Ridge,98107,House,Other neighborhoods,93
2727808,Fremont,98103,House,Other neighborhoods,100
2727984,Harrison/Denny-Blaine,98112,House,Central Area,91
2731253,Fremont,98103,Guest suite,Other neighborhoods,96
2736961,Columbia City,98118,Guesthouse,Seward Park,
2739573,Haller Lake,98133,House,Northgate,98
2755730,Fremont,98103,Apartment,Other neighborhoods,83
2760312,,98103,Guest suite,Other neighborhoods,100
2762241,Phinney Ridge,98107,House,Other neighborhoods,93
2769088,Ballard,98107,House,Ballard,100
2776890,,98103,Townhouse,Other neighborhoods,98
2804399,Roosevelt,98115,House,Other neighborhoods,100
2809796,North Delridge,98126,Guesthouse,Delridge,94
2818420,,98103,Guest suite,Other neighborhoods,97
2830174,Atlantic,98144,Apartment,Central Area,96
2868006,Phinney Ridge,98103,Condominium,Other neighborhoods,90
2875975,Capitol Hill,98112,Apartment,Capitol Hill,94
2882641,Stevens,98112,House,Capitol Hill,99
2897897,Licton Springs,98103,House,Northgate,94
2905375,Belltown,98121,Condominium,Downtown,95
2919571,Industrial District,98134,Loft,Other neighborhoods,96
2923529,Queen Anne,98109,Condominium,Queen Anne,99
2931922,University District,98105,Apartment,University District,96
2933877,First Hill,98101,Apartment,Downtown,92
