id,host_neighbourhood,zipcode,property_type,neighbourhood_group_cleansed,review_scores_rating
23095083,Capitol Hill,98122,Apartment,Capitol Hill,90
23104353,Wallingford,98103,Townhouse,Other neighborhoods,97
23109996,Fremont,98103,Apartment,Other neighborhoods,95
23110681,Fauntleroy,98136,House,West Seattle,90
23111768,The Junction,98126,Guest suite,West Seattle,100
23112110,Belltown,98121,Loft,Downtown,
23123906,Capitol Hill,98122,Apartment,Capitol Hill,90
23123972,The Junction,98136,House,West Seattle,
23124199,Mount Baker,98144,Guesthouse,Rainier Valley,98
23127965,Queen Anne,98109,Apartment,Queen Anne,
23131508,Magnolia,98199,Apartment,Magnolia,97
23131522,Alki,98116,House,West Seattle,97
23132609,,98136,Guest suite,West Seattle,97
23132950,Roosevelt,98115,House,Other neighborhoods,95
23133406,Roosevelt,98115,House,Other neighborhoods,
23133750,Roosevelt,98115,House,Other neighborhoods,
23142445,Atlantic,98144,Guest suite,Central Area,20
23149303,Capitol Hill,98102,Apartment,Capitol Hill,89
23149698,Pike Place Market,98101,Condominium,Downtown,92
23165740,Capitol Hill,98122,Apartment,Capitol Hill,90
23170498,Magnolia,98199,House,Magnolia,87
23187433,Queen Anne,98115,Apartment,Other neighborhoods,100
23200594,Central Business District,98101,Serviced apartment,Downtown,98
23201936,Belltown,98121,Condominium,Downtown,99
23220846,Capitol Hill,98102,Apartment,Capitol Hill,96
23221129,North Beacon Hill,98144,House,Beacon Hill,97
23223183,Alki,98116,Guest suite,West Seattle,93
23223308,Haller Lake,98133,House,Northgate,100
23232692,Ballard,98117,Guest suite,Ballard,87
23233095,Capitol Hill,98122,Apartment,Capitol Hill,93
23237667,Stevens,98112,Guest suite,Capitol Hill,97
23254125,Minor,98122,Guest suite,Central Area,98
23256472,Queen Anne,98119,Guest suite,Queen Anne,94
23269746,Phinney Ridge,98103,House,Other neighborhoods,90
23271352,Eastlake,98102,Apartment,Cascade,80
23272907,First Hill,98109,Apartment,Queen Anne,90
23273138,Minor,98112,Apartment,Central Area,
23274254,Madrona,98122,Guesthouse,Central Area,100
23275901,,98136,Apartment,West Seattle,90
23278753,Queen Anne,98119,House,Queen Anne,89
23292568,Capitol Hill,98101,Apartment,Capitol Hill,85
23293234,Ballard,98117,Guesthouse,Ballard,95
23295699,South Delridge,98106,Townhouse,Delridge,95
23308190,Capitol Hill,98115,House,Other neighborhoods,
23309878,Belltown,98121,Apartment,Downtown,80
23310068,Central Business District,98101,Apartment,Downtown,
23313170,University District,98109,House,Queen Anne,
23321478,Queen Anne,98119,House,Queen Anne,
23323287,Ballard,98117,Apartment,Ballard,97
23327620,North Beacon Hill,98108,House,Beacon Hill,97
23329400,Mission District,98103,Apartment,Other neighborhoods,93
23355289,Ballard,98107,Cottage,Ballard,96
23357945,North Beacon Hill,98144,Townhouse,Beacon Hill,
23358381,,98117,Guest suite,Ballard,
23358790,Wallingford,98105,Guest suite,Other neighborhoods,100
23369139,Greenwood,98133,House,Other neighborhoods,96
23371368,The Junction,98136,House,West Seattle,
23376436,Belltown,98121,Condominium,Downtown,100
23376932,Atlantic,98144,Townhouse,Central Area,96
23383063,Atlantic,98144,Apartment,Central Area,
23400755,Lower Queen Anne,98119,Apartment,Queen Anne,
23402549,Atlantic,98144,Guest suite,Central Area,100
23409619,,98108,Townhouse,Other neighborhoods,98
23413590,Capitol Hill,98102,Apartment,Capitol Hill,
23414672,,98144,Guest suite,Rainier Valley,100
23415552,Capitol Hill,98102,Other,Capitol Hill,99
23415846,Eastlake,98102,Apartment,Cascade,85
23417458,,98101,Apartment,Downtown,
23418550,The Junction,98136,Apartment,West Seattle,100
23434699,Seward Park,98118,Cottage,Seward Park,98
23436344,Ballard,98107,House,Ballard,
23451023,Belltown,98121,Condominium,Downtown,100
23452327,Queen Anne,98121,Apartment,Downtown,96
23454419,Highland Park,98106,Guest suite,Delridge,98
23468669,University District,98105,Apartment,University District,93
23468701,Alki,98116,Condominium,West Seattle,96
23469069,Queen Anne,98109,Guesthouse,Queen Anne,93
23472055,,98107,Condominium,Ballard,99
23483176,Columbia City,98118,Cottage,Rainier Valley,99
23486049,Westlake,98109,House,Cascade,98
23488082,Arbor Heights,98146,House,West Seattle,80
23505352,Seward Park,98118,House,Seward Park,95
23505924,Mount Baker,98144,House,Rainier Valley,90
23506914,South Lake Union,98109,Apartment,Cascade,97
23507877,,98109,Condominium,Cascade,100
23509688,Greenwood,98133,House,Other neighborhoods,
23527657,Crown Hill,98117,Guest suite,Other neighborhoods,93
23533370,Central City,98122,Condominium,Capitol Hill,
23541178,North Beach/Blue Ridge,98117,Apartment,Other neighborhoods,87
23543030,,98144,House,Beacon Hill,100
23548244,Central Business District,98121,Apartment,Downtown,80
23548888,Haller Lake,98133,House,Northgate,96
23555082,Central City,98122,Condominium,Capitol Hill,97
23555397,Central City,98122,Condominium,Capitol Hill,
23558715,Stevens,98112,House,Capitol Hill,95
23564557,Magnolia,98199,House,Magnolia,100
23565007,Lower Queen Anne,98109,Apartment,Queen Anne,90
23567267,Fremont,98103,House,Other neighborhoods,100
23567391,Belltown,98121,Apartment,Downtown,89
23584052,Broadview,98177,House,Other neighborhoods,100
23585601,,98115,Guest suite,Northgate,93
23593403,,98105,House,University District,93
23595033,,98103,Guest suite,Other neighborhoods,100
23609119,Dawson,98121,Apartment,Downtown,
23609583,First Hill,98101,Condominium,Downtown,96
23611082,North Beacon Hill,98108,Guest suite,Beacon Hill,89
23622449,Magnolia,98199,Apartment,Interbay,
23625982,Seward Park,98118,House,Seward Park,89
23627591,Bitter Lake,98133,Condominium,Other neighborhoods,70
23628473,,98112,House,Capitol Hill,80
23628686,Minor,98122,Townhouse,Central Area,
23629962,Green Lake,98115,Guest suite,Other neighborhoods,84
23633505,Belltown,98107,House,Ballard,88
23634959,,98103,House,Other neighborhoods,90
23638625,Central Business District,98121,Apartment,Downtown,82
23646807,Belltown,98121,Apartment,Downtown,99
23651777,North Admiral,98116,Guest suite,West Seattle,98
23663177,,,House,Other neighborhoods,93
23663232,First Hill,98101,Condominium,Downtown,100
23666006,Queen Anne,98109,Apartment,Queen Anne,100
23667548,Columbia City,98108,Guest suite,Rainier Valley,91
23667577,Lower Queen Anne,98109,Apartment,Queen Anne,
23667704,Lower Queen Anne,98109,Apartment,Queen Anne,97
23670997,Minor,98107,Guesthouse,Ballard,98
23676152,Wallingford,98103,House,Other neighborhoods,95
23686591,Roosevelt,98115,House,Other neighborhoods,96
23687078,Victory Heights,98125,Apartment,Lake City,98
23687940,Greenwood,98103,House,Other neighborhoods,
23688200,,98115,House,Other neighborhoods,
23698647,Minor,98122,House,Central Area,98
23699002,Minor,98112,House,Capitol Hill,85
23699282,Minor,98112,Apartment,Central Area,96
23699409,Minor,98122,House,Central Area,87
23699597,Minor,98122,House,Central Area,95
23699817,Minor,98112,Townhouse,Central Area,83
23700108,Minor,98112,Townhouse,Central Area,98
23700263,Minor,98112,Townhouse,Capitol Hill,90
23700659,Lower Queen Anne,98112,Apartment,Capitol Hill,95
23700774,Minor,98112,Townhouse,Central Area,100
23702119,Lower Queen Anne,98119,Apartment,Queen Anne,83
23702214,Minor,98112,Townhouse,Central Area,97
23702360,Minor,98112,House,Capitol Hill,98
23702520,Minor,98122,Townhouse,Central Area,87
23702661,Minor,98112,Townhouse,Central Area,95
23702770,Minor,98112,House,Central Area,93
23702901,Minor,98122,House,Central Area,100
23703054,Minor,98112,Townhouse,Central Area,90
23703434,Minor,98112,Townhouse,Central Area,100
23703583,Minor,98112,Townhouse,Capitol Hill,96
23704668,Minor,98122,Townhouse,Central Area,60
23704752,Minor,98112,Apartment,Central Area,93
23704832,Minor,98112,Apartment,Central Area,91
23705000,Minor,98112,Townhouse,Central Area,100
23705097,Minor,98112,Townhouse,Central Area,100
23705189,Minor,98112,Apartment,Capitol Hill,97
23705305,Minor,98112,Townhouse,Central Area,98
23713323,Columbia City,98118,Bed and breakfast,Rainier Valley,100
23715548,Magnolia,98199,Apartment,Magnolia,99
23716208,Atlantic,98144,Guest suite,Central Area,98
23724477,Belltown,98103,Guesthouse,Other neighborhoods,97
23729801,,98117,Townhouse,Other neighborhoods,99
23742518,Ballard,98117,Apartment,Ballard,100
23748064,Ballard,98107,Apartment,Ballard,95
23748596,Fremont,98103,Apartment,Other neighborhoods,100
23748763,Fremont,98103,Apartment,Other neighborhoods,85
23748822,Fremont,98103,Apartment,Other neighborhoods,94
23749899,Minor,98122,House,Central Area,97
23751431,Wallingford,98105,House,Other neighborhoods,98
23754774,First Hill,98101,Condominium,Downtown,
23763842,Ballard,98103,Guest suite,Other neighborhoods,96
23766343,Minor,98122,House,Central Area,95
23768489,Ballard,98107,Apartment,Ballard,100
23770520,Brighton,98118,Bungalow,Rainier Valley,100
23771340,University District,98104,Apartment,Downtown,100
23771963,Central Business District,98101,Apartment,Downtown,94
23772246,Central Business District,98101,Apartment,Downtown,100
23772986,University District,98104,Apartment,Downtown,92
23773281,Queen Anne,98119,Guest suite,Queen Anne,93
23781996,Arbor Heights,98146,Guest suite,West Seattle,93
23784337,Ravenna,98115,Guest suite,Other neighborhoods,93
23786099,Queen Anne,98109,Apartment,Queen Anne,
23789321,University District,98104,Apartment,Downtown,98
23807521,Capitol Hill,98122,Apartment,Capitol Hill,
23809259,Atlantic,98103,House,Other neighborhoods,60
23812715,,98118,House,Beacon Hill,94
23828615,Green Lake,98133,House,Northgate,98
23832970,,98122,Condominium,Capitol Hill,73
23838828,Queen Anne,98119,Townhouse,Queen Anne,
23841663,Leschi,98144,Townhouse,Central Area,96
23842466,Ballard,98117,Guest suite,Ballard,
23842795,North Delridge,98106,House,Delridge,96
23842805,Seaview,98136,House,West Seattle,85
23852762,Ballard,98107,Townhouse,Ballard,89
23857378,North Delridge,98106,Townhouse,Delridge,97
23859918,,98112,House,Capitol Hill,95
23876528,University District,98105,Apartment,University District,95
23877351,Eastlake,98102,Apartment,Cascade,85
23878580,Bryant,98105,Guest suite,Other neighborhoods,100
23881540,Ballard,98107,Townhouse,Ballard,95
23881678,Roosevelt,98115,House,Other neighborhoods,96
23882428,,98117,House,Ballard,
23883355,Wallingford,98103,Guest suite,Other neighborhoods,96
23884308,The Junction,98126,House,West Seattle,94
23895640,The Junction,98136,House,West Seattle,98
23898292,Capitol Hill,98122,Apartment,Capitol Hill,
23901214,,98116,Townhouse,West Seattle,96
23902767,Greenwood,98103,Guest suite,Other neighborhoods,100
23902831,Ballard,98107,Apartment,Ballard,
23904069,Belltown,98121,Apartment,Downtown,98
23904625,North Beacon Hill,98144,Apartment,Beacon Hill,79
23904983,Greenwood,98117,House,Other neighborhoods,100
23906474,Ballard,98107,Guest suite,Ballard,80
23906728,,98102,Apartment,Cascade,82
23906857,Mathews Beach,98125,House,Lake City,99
23907552,Central Business District,98101,Apartment,Downtown,94
23909593,Central City,98109,Apartment,Queen Anne,100
23920855,Minor,98122,House,Central Area,77
23924726,Eastlake,98102,Apartment,Cascade,96
23927977,,98122,Apartment,Capitol Hill,91
23928824,Eastlake,98102,Apartment,Cascade,98
23935832,Pike Place Market,98101,Apartment,Downtown,100
23936067,Pike Place Market,98101,Apartment,Downtown,95
23937510,Pike Place Market,98101,Apartment,Downtown,97
23938594,Pike Place Market,98121,Apartment,Downtown,77
23939451,Pike Place Market,98121,Apartment,Downtown,
23943343,Green Lake,98103,House,Other neighborhoods,88
23946024,Green Lake,98107,House,Ballard,100
23947732,Gatewood,98136,House,West Seattle,98
23948222,Queen Anne,98119,Guesthouse,Queen Anne,99
23954870,Pike Place Market,98101,Apartment,Downtown,99
23962743,Magnolia,98103,Apartment,Other neighborhoods,99
23967097,,98109,Houseboat,Cascade,
23975350,Ballard,98117,Guest suite,Ballard,70
23978287,University District,98105,House,Other neighborhoods,91
23980120,Central Business District,98101,Resort,Downtown,98
23980217,Capitol Hill,98122,Apartment,Capitol Hill,100
23980384,,98115,Guest suite,Other neighborhoods,
23980830,Lower Queen Anne,98109,Apartment,Queen Anne,83
23981485,Central Business District,98101,Apartment,Downtown,97
23982429,Brighton,98118,Townhouse,Rainier Valley,98
23983010,Pike Place Market,98101,Apartment,Downtown,98
23983013,Pike Place Market,98101,Apartment,Downtown,100
23983017,Pike Place Market,98121,Apartment,Downtown,93
23983021,Pike Place Market,98121,Apartment,Downtown,96
23983211,University District,98105,House,Other neighborhoods,92
23983379,University District,98105,House,Other neighborhoods,100
23983714,University District,98105,House,Other neighborhoods,90
23983736,University District,98105,House,Other neighborhoods,100
23993025,Westlake,98109,Houseboat,Cascade,
23994302,Kauaʻi,98133,Guesthouse,Other neighborhoods,96
23996840,Roxhill,98126,Guesthouse,Delridge,98
23997376,South Beacon Hill,98108,Guesthouse,Beacon Hill,
23999507,Roosevelt,98115,Townhouse,Other neighborhoods,90
24000508,University District,98105,Condominium,University District,96
24010697,Central City,98122,House,Central Area,60
24015983,Belltown,98121,Condominium,Downtown,86
24016394,Mount Baker,98144,Bungalow,Rainier Valley,98
24018328,Pike Place Market,98101,Apartment,Downtown,97
24019658,,98116,Apartment,West Seattle,90
24022914,Bryant,98105,Guest suite,Other neighborhoods,94
24023258,Magnolia,98199,House,Magnolia,95
24037284,Gatewood,98136,Guesthouse,West Seattle,94
24042060,Minor,98122,House,Central Area,98
24042527,Ballard,98107,Guest suite,Ballard,96
24045054,Wallingford,98105,House,Other neighborhoods,
24059020,Ballard,98107,Camper/RV,Ballard,90
24061575,University District,98105,Apartment,University District,89
24062168,Capitol Hill,98102,Townhouse,Capitol Hill,98
24063141,Belltown,98121,Apartment,Downtown,
24065252,Ballard,98117,House,Ballard,
24065901,Atlantic,98144,House,Central Area,96
24067084,,98144,House,Central Area,98
24081619,Brighton,98118,Guest suite,Rainier Valley,98
24082242,Lower Queen Anne,98102,Apartment,Capitol Hill,
24083415,Atlantic,98144,Guest suite,Central Area,96
24084594,Rainier Beach,98178,Guest suite,Rainier Valley,94
24088017,Capitol Hill,98122,Apartment,Capitol Hill,
24090496,,98108,Cabin,Beacon Hill,98
24094497,Madrona,98122,Bed and breakfast,Central Area,97
24099531,Capitol Hill,98122,Apartment,Capitol Hill,95
24100074,Roosevelt,98115,Guest suite,Other neighborhoods,86
24101056,Capitol Hill,98103,Apartment,Other neighborhoods,96
24106979,Windermere,98115,Apartment,Other neighborhoods,90
24117615,Lower Queen Anne,98119,Apartment,Queen Anne,99
24119567,Central Business District,98104,Apartment,Downtown,100
24119568,Central Business District,98104,Apartment,Downtown,98
24119570,Central Business District,98104,Apartment,Downtown,96
24119571,Central Business District,98104,Apartment,Downtown,
24119572,Central Business District,98104,Apartment,Downtown,97
24119573,Central Business District,98104,Apartment,Downtown,82
24120349,Dunlap,98118,Guest suite,Rainier Valley,98
24122352,Ballard,98107,House,Ballard,92
24123401,Bitter Lake,98133,House,Other neighborhoods,87
24123728,Cedar Park,98125,Guest suite,Lake City,
24129466,Rainier Beach,98118,Townhouse,Rainier Valley,96
24132332,,98118,Guest suite,Rainier Valley,
24132600,Central Business District,98104,Apartment,Downtown,99
24132608,Central Business District,98104,Apartment,Downtown,99
24132620,Central Business District,98104,Apartment,Downtown,96
24132630,Central Business District,98104,Apartment,Downtown,99
24140134,Minor,98122,Townhouse,Central Area,99
24140340,Capitol Hill,98122,Apartment,Capitol Hill,82
24140958,Seaview,98136,House,West Seattle,
24140987,Ballard,98117,House,Ballard,86
24141908,Capitol Hill,98122,Apartment,Capitol Hill,90
24142258,Capitol Hill,98122,Apartment,Capitol Hill,100
24142554,Capitol Hill,98122,Apartment,Capitol Hill,98
24142962,Capitol Hill,98112,Apartment,Capitol Hill,100
24143334,Capitol Hill,98112,Apartment,Capitol Hill,100
24148044,Rainier Beach,98178,House,Rainier Valley,90
24151151,Wedgewood,98115,Guest suite,Other neighborhoods,87
24152776,Pioneer Square,98104,Apartment,Downtown,
24153506,Pioneer Square,98122,Loft,Central Area,
24159654,University District,98121,Apartment,Downtown,92
24163874,South Beacon Hill,98118,Cottage,Beacon Hill,98
24164144,Central Business District,98121,Apartment,Downtown,100
24164169,,98118,House,Beacon Hill,80
24164483,Minor,98103,House,Other neighborhoods,
24164863,Seward Park,98118,House,Seward Park,100
24166691,Alki,98116,Guest suite,West Seattle,100
24168046,Central City,98109,Condominium,Cascade,
24171901,Central City,98109,Condominium,Cascade,92
24181688,Haller Lake,98133,House,Northgate,94
24183124,Central Business District,98101,Condominium,Downtown,100
24185789,,98103,Apartment,Other neighborhoods,95
24187274,,98144,Guest suite,Central Area,100
24188484,Wallingford,98103,Guest suite,Other neighborhoods,95
24189077,Lower Queen Anne,98121,Serviced apartment,Downtown,94
24192168,,98108,House,Other neighborhoods,95
24200913,North Beacon Hill,98144,House,Beacon Hill,
24201237,Wallingford,98105,House,Other neighborhoods,88
24201272,,,Apartment,Queen Anne,95
24207893,Minor,98112,Guest suite,Central Area,99
24209340,,98103,Apartment,Other neighborhoods,94
24210756,Mount Baker,98144,Condominium,Central Area,98
24221741,Montlake,98102,Guest suite,Capitol Hill,91
24224169,Roosevelt,98115,House,Other neighborhoods,94
24235344,Belltown,98115,Apartment,Other neighborhoods,93
24245145,Greenwood,98133,House,Other neighborhoods,90
24245345,Interbay,98199,Condominium,Interbay,100
24254138,Queen Anne,98119,House,Queen Anne,91
24259002,,98119,Condominium,Queen Anne,40
24262922,,98101,Condominium,Downtown,90
24263787,Wallingford,98103,Apartment,Other neighborhoods,96
24263966,,98133,House,Northgate,
24264993,,98133,House,Northgate,95
24286056,,,Condominium,Downtown,
24288203,Genesee,98116,Guest suite,West Seattle,93
24304480,Minor,98122,Guest suite,Central Area,90
24305480,Highland Park,98106,House,Delridge,96
24308321,Capitol Hill,98122,Apartment,Capitol Hill,100
24313566,Atlantic,98122,House,Central Area,
24314883,Capitol Hill,98122,Apartment,Capitol Hill,99
24329912,University District,98105,House,University District,90
24334408,Pike Place Market,98104,Apartment,Downtown,90
24334431,Pike Place Market,98104,Apartment,Downtown,99
24334462,Pike Place Market,98104,Apartment,Downtown,96
24337396,First Hill,98101,Condominium,Downtown,96
24338048,Capitol Hill,98119,Apartment,Queen Anne,
24338658,Capitol Hill,98119,Apartment,Queen Anne,91
24339021,Capitol Hill,98112,Apartment,Capitol Hill,
24352250,Belltown,98121,Apartment,Downtown,
24352926,Belltown,98121,Apartment,Downtown,95
24353113,Queen Anne,98109,Apartment,Queen Anne,100
24359518,Ballard,98107,Townhouse,Ballard,89
24360199,Cedar Park,98125,House,Lake City,87
24369225,Queen Anne,98109,Condominium,Queen Anne,95
24372045,,98103,Condominium,Other neighborhoods,95
24373647,High Point,98126,Guest suite,Delridge,100
24388227,Atlantic,98144,House,Central Area,95
24393004,First Hill,98101,Condominium,Downtown,92
24394251,University District,98104,Apartment,Downtown,100
24395100,Queen Anne,98119,House,Queen Anne,100
24396470,,98122,Apartment,Central Area,92
24398635,North Admiral,98116,House,West Seattle,
24399572,University District,98105,House,University District,97
24405293,Capitol Hill,98112,Apartment,Capitol Hill,93
24405946,,,Tiny house,Central Area,
24408550,Alki,98116,Cottage,West Seattle,88
24410427,Bitter Lake,98133,Guesthouse,Other neighborhoods,99
24412544,Belltown,98121,Apartment,Downtown,99
24433183,Minor,98122,House,Central Area,96
24433278,Stevens,98112,House,Capitol Hill,96
24434540,Leschi,98144,House,Central Area,89
24442940,Central Business District,98121,Apartment,Downtown,92
24443627,Greenwood,98103,House,Other neighborhoods,80
24446185,,98101,Apartment,Downtown,97
24452441,Olympic Hills,98125,House,Lake City,87
24454685,Minor,98122,Townhouse,Central Area,97
24471966,Fauntleroy,98136,Apartment,West Seattle,100
24473699,,98125,Guest suite,Northgate,
24475619,Fremont,98103,House,Other neighborhoods,
24477641,Belltown,98121,Apartment,Downtown,87
24478325,Capitol Hill,98109,Apartment,Queen Anne,100
24479408,Stevens,98122,Loft,Capitol Hill,99
24480726,Capitol Hill,98102,House,Capitol Hill,98
24493115,Ballard,98117,House,Ballard,96
24494128,Wallingford,98105,House,Other neighborhoods,80
24497537,Capitol Hill,98122,Apartment,Capitol Hill,95
24497720,Phinney Ridge,98103,House,Other neighborhoods,98
24501360,Stevens,98122,Bed and breakfast,Capitol Hill,97
24502477,Greenwood,98133,Apartment,Other neighborhoods,93
24519640,Queen Anne,98119,Apartment,Queen Anne,
24523229,Lower Queen Anne,98119,Apartment,Queen Anne,97
24540346,University District,98105,Apartment,University District,97
24542229,Greenwood,98117,Guesthouse,Other neighborhoods,100
24545853,Stevens,98112,House,Capitol Hill,60
24555437,Queen Anne,98119,House,Queen Anne,95
24560661,Phinney Ridge,98102,House,Capitol Hill,98
24561301,Queen Anne,98119,House,Queen Anne,94
24561629,Phinney Ridge,98102,House,Capitol Hill,97
24576042,Magnolia,98199,House,Magnolia,98
24577695,Ballard,98107,Condominium,Ballard,80
24579627,Atlantic,98144,Townhouse,Central Area,93
24580635,North Admiral,98116,Apartment,West Seattle,
24582150,,98122,Condominium,Central Area,82
24582309,Highland Park,98106,Guest suite,Delridge,97
24582989,Leschi,98144,Guest suite,Central Area,100
24595820,,98104,Apartment,Downtown,95
24597727,Atlantic,98144,Townhouse,Central Area,100
24599849,Belltown,98121,Condominium,Downtown,100
24607657,Pike Place Market,98121,Condominium,Downtown,99
24607929,Pinehurst,98125,Townhouse,Northgate,91
24625864,Capitol Hill,98122,Apartment,Capitol Hill,
24630096,Queen Anne,98125,House,Northgate,97
24630787,Ballard,98117,Guest suite,Ballard,97
24635846,Capitol Hill,98102,House,Capitol Hill,90
24636874,,98119,Apartment,Queen Anne,95
24639357,Capitol Hill,98122,Apartment,Capitol Hill,100
24650219,,98122,Apartment,Downtown,94
24653260,Queen Anne,98107,Apartment,Ballard,
24657854,Belltown,98109,Serviced apartment,Cascade,100
24658653,North Beacon Hill,98116,Apartment,West Seattle,99
24673935,Lower Queen Anne,98119,Apartment,Queen Anne,100
24674282,Queen Anne,98119,Guesthouse,Queen Anne,98
24677467,Capitol Hill,98118,House,Rainier Valley,100
24679795,North Beacon Hill,98116,Townhouse,West Seattle,100
24679874,North Beacon Hill,98116,Townhouse,West Seattle,100
24681175,Wallingford,98105,House,Other neighborhoods,86
24694712,Belltown,98109,Serviced apartment,Cascade,98
24695373,Stevens,98122,Apartment,Capitol Hill,98
24695469,The Junction,98136,House,West Seattle,93
24695804,Belltown,98109,Serviced apartment,Cascade,99
24696360,Belltown,98109,Serviced apartment,Cascade,80
24697779,Belltown,98109,Serviced apartment,Cascade,96
24698044,Belltown,98109,Serviced apartment,Cascade,92
24698751,Belltown,98144,House,Central Area,
24699566,Riverview,98106,Guest suite,Delridge,87
24699886,Central Business District,98101,Apartment,Downtown,100
24699941,Central Business District,98101,Apartment,Downtown,95
24699950,Belltown,98109,Serviced apartment,Cascade,89
24700009,Belltown,98109,Serviced apartment,Cascade,
24700035,Central Business District,98101,Apartment,Downtown,
24700100,Belltown,98109,Serviced apartment,Cascade,
24700153,Belltown,98109,Serviced apartment,Cascade,80
24700412,Belltown,98109,Serviced apartment,Cascade,100
24700432,Belltown,98109,Serviced apartment,Cascade,99
24700480,Belltown,98109,Serviced apartment,Cascade,100
24700527,Belltown,98109,Serviced apartment,Cascade,100
24700638,Belltown,98109,Serviced apartment,Cascade,87
24709053,Crown Hill,98117,House,Other neighborhoods,98
24715983,Rainier Beach,98178,Guest suite,Rainier Valley,
24716564,,98118,House,Rainier Valley,97
24716610,Ballard,98117,House,Ballard,100
24718514,Greenwood,98103,House,Other neighborhoods,
24718836,Fremont,98103,House,Other neighborhoods,86
24719112,Ballard,98117,Guest suite,Ballard,90
24727505,Central Business District,98121,Apartment,Downtown,97
24728697,North Admiral,98116,House,West Seattle,100
24733818,Columbia City,98118,House,Rainier Valley,99
24734607,Magnolia,98199,House,Magnolia,100
24734649,University District,98121,Apartment,Downtown,97
24735769,Columbia City,98118,House,Rainier Valley,88
24738217,Belltown,98109,Serviced apartment,Cascade,100
24749819,,98121,Apartment,Downtown,93
24750639,Brighton,98118,House,Rainier Valley,99
24752447,Columbia City,98118,Townhouse,Rainier Valley,96
24754961,Queen Anne,98116,House,West Seattle,100
24755524,Queen Anne,98119,Apartment,Queen Anne,99
24755619,Belltown,98121,Serviced apartment,Downtown,
24758349,Maple Leaf,98115,Townhouse,Northgate,100
24758466,Green Lake,98103,House,Other neighborhoods,
24759831,Belltown,98109,Serviced apartment,Cascade,96
24760401,Belltown,98109,Serviced apartment,Cascade,98
24760516,Belltown,98109,Serviced apartment,Cascade,91
24760583,Belltown,98109,Serviced apartment,Cascade,94
24760927,Belltown,98109,Serviced apartment,Cascade,100
24761125,Belltown,98109,Serviced apartment,Cascade,100
24761186,Belltown,98107,House,Ballard,93
24761195,Belltown,98109,Serviced apartment,Cascade,93
24761259,Belltown,98109,Serviced apartment,Cascade,95
24761353,Belltown,98109,Serviced apartment,Cascade,100
24761360,Belltown,98109,Serviced apartment,Cascade,
24761379,Belltown,98109,Serviced apartment,Cascade,92
24771147,Belltown,98109,Serviced apartment,Cascade,92
24771596,Belltown,98109,Serviced apartment,Cascade,96
24772580,University District,98105,Condominium,University District,93
24772746,Alki,98116,House,West Seattle,82
24773738,Belltown,98109,Serviced apartment,Cascade,96
24774326,Belltown,98109,Serviced apartment,Cascade,100
24774550,Belltown,98109,Serviced apartment,Cascade,93
24774902,High Point,98106,House,Delridge,100
24775012,Belltown,98109,Serviced apartment,Cascade,97
24775109,Eastlake,98102,Condominium,Cascade,96
24775534,Belltown,98109,Serviced apartment,Cascade,100
24775716,Belltown,98109,Serviced apartment,Cascade,100
24778983,,98115,House,Other neighborhoods,96
24782322,Minor,98122,Bungalow,Central Area,89
24783244,Rainier View,98178,Camper/RV,Rainier Valley,96
24790991,,98122,Condominium,Central Area,87
24791840,,98119,House,Queen Anne,90
24801305,Yesler Terrace,98122,Apartment,Capitol Hill,85
24801941,Minor,98122,Townhouse,Central Area,97
24808790,,98115,Guest suite,Northgate,96
24809443,Fremont,98103,House,Other neighborhoods,97
24816296,Central City,98118,House,Rainier Valley,
24825099,,98105,Apartment,University District,
24844889,Capitol Hill,98105,House,University District,100
24848205,Wallingford,98105,Townhouse,Other neighborhoods,73
24859199,Belltown,98103,House,Other neighborhoods,100
24865391,,98144,House,Central Area,98
24872672,Fauntleroy,98136,House,West Seattle,95
24873464,Mathews Beach,98125,House,Lake City,100
24875091,Stevens,98122,Apartment,Capitol Hill,91
24879614,Columbia City,98118,Apartment,Beacon Hill,100
24888909,Minor,98122,Apartment,Central Area,
24891071,,98105,Apartment,University District,80
24891097,,98105,Apartment,University District,90
24893539,Queen Anne,98109,House,Queen Anne,100
24893567,Minor,98122,Townhouse,Central Area,98
24894111,Queen Anne,98103,Loft,Other neighborhoods,92
24894772,Queen Anne,98109,Townhouse,Queen Anne,80
24896569,,98122,Apartment,Capitol Hill,100
24917117,Pike Place Market,98101,Condominium,Downtown,91
24917684,University District,98122,Apartment,Central Area,90
24920718,South Lake Union,98109,House,Cascade,100
24921116,,98116,Condominium,West Seattle,99
24921248,Pinehurst,98125,House,Northgate,
24922414,Leschi,98144,Apartment,Central Area,99
24922536,Fauntleroy,98136,Apartment,West Seattle,100
24922789,Greenwood,98117,Townhouse,Other neighborhoods,
24931440,Minor,98122,House,Central Area,
24935388,Greenwood,98103,Guesthouse,Other neighborhoods,100
24938208,Montlake,98112,House,Capitol Hill,85
24945684,North Beacon Hill,98108,Guest suite,Beacon Hill,98
24950039,Newport Beach,98102,Guest suite,Capitol Hill,100
24957250,Green Lake,98115,House,Other neighborhoods,98
24958419,Highland Park,98106,House,Delridge,99
24958893,Highland Park,98106,House,Delridge,93
24959196,Eastlake,98102,Apartment,Cascade,
24959313,Highland Park,98106,House,Delridge,100
24962144,,98118,Bungalow,Rainier Valley,95
24964275,,98116,House,West Seattle,
